book,chapter,verse,query,retry_applied,raw_hit_count_initial,raw_hit_count_final,has_result_initial,items_count_initial,organic_items_count_initial,has_result_final,items_count_final,organic_items_count_final,log10_raw_hit_count,z_log10_raw_hit_count,minmax_log10_raw_hit_count,fusion_score,,,,,,,
Proverbs,13,10,Proverbs 13:10,FALSE,512000,512000,TRUE,10,10,TRUE,10,10,5.709271,-0.21981,0.783642,0.655531,,,,,,,
Proverbs,13,11,Proverbs 13:11,FALSE,698000,698000,TRUE,9,9,TRUE,9,9,5.843856,0.002133,0.802115,0.681411,,,,,,,
Proverbs,13,12,Proverbs 13:12,FALSE,1780000,1780000,TRUE,8,8,TRUE,8,8,6.25042,0.672592,0.857919,0.759591,,,,,,,
Proverbs,13,13,Proverbs 13:13,FALSE,759000,759000,TRUE,10,10,TRUE,10,10,5.880242,0.062137,0.807109,0.688408,,,,,,,
Proverbs,13,14,Proverbs 13:14,FALSE,5040000,5040000,TRUE,8,8,TRUE,8,8,6.702431,1.417995,0.919961,0.84651,,,,,,,
Proverbs,13,15,Proverbs 13:15,FALSE,2350000,2350000,TRUE,9,9,TRUE,9,9,6.371068,0.87155,0.874479,0.782791,,,,,,,
Proverbs,13,16,Proverbs 13:16,FALSE,2070000,2070000,TRUE,9,9,TRUE,9,9,6.315971,0.78069,0.866917,0.772196,,,,,,,
Proverbs,13,17,Proverbs 13:17,FALSE,998000,998000,TRUE,8,8,TRUE,8,8,5.999131,0.258194,0.823428,0.71127,,,,,,,
Proverbs,13,18,Proverbs 13:18,FALSE,817000,817000,TRUE,9,9,TRUE,9,9,5.912223,0.114875,0.811499,0.694558,,,,,,,
Proverbs,13,19,Proverbs 13:19,FALSE,403000,403000,TRUE,10,10,TRUE,10,10,5.605306,-0.391256,0.769372,0.63554,,,,,,,
Proverbs,13,20,Proverbs 13:20,FALSE,1570000,1570000,TRUE,7,6,TRUE,7,6,6.1959,0.582683,0.850436,0.749107,,,,,,,
Proverbs,13,21,Proverbs 13:21,FALSE,496000,496000,TRUE,9,9,TRUE,9,9,5.695483,-0.242548,0.78175,0.65288,,,,,,,
Proverbs,13,22,Proverbs 13:22,FALSE,1630000,1630000,TRUE,9,9,TRUE,9,9,6.212188,0.609543,0.852672,0.752239,,,,,,,
Proverbs,13,23,Proverbs 13:23,FALSE,712000,712000,TRUE,8,8,TRUE,8,8,5.852481,0.016356,0.803299,0.68307,,,,,,,
Proverbs,13,24,Proverbs 13:24,FALSE,515000,515000,TRUE,8,8,TRUE,8,8,5.711808,-0.215625,0.783991,0.656019,,,,,,,
Proverbs,13,25,Proverbs 13:25,FALSE,376000,376000,TRUE,9,9,TRUE,9,9,5.575189,-0.440922,0.765239,0.629748,,,,,,,
Proverbs,14,1,Proverbs 14:1,FALSE,4620000,4620000,TRUE,9,9,TRUE,9,9,6.664642,1.355679,0.914775,0.839243,,,F374:F408,,,,
Proverbs,14,2,Proverbs 14:2,FALSE,1300000,1300000,TRUE,9,9,TRUE,9,9,6.113944,0.44753,0.839187,0.733347,,,,,,,
Proverbs,14,3,Proverbs 14:3,FALSE,537000,537000,TRUE,9,9,TRUE,9,9,5.729975,-0.185666,0.786484,0.659513,,,,,,,
Proverbs,14,4,Proverbs 14:4,FALSE,461000,461000,TRUE,9,9,TRUE,9,9,5.663702,-0.294957,0.777388,0.646769,,,,,,,
Proverbs,14,5,Proverbs 14:5,FALSE,384000,384000,TRUE,9,9,TRUE,9,9,5.584332,-0.425844,0.766494,0.631507,,,,,,,
Proverbs,14,6,Proverbs 14:6,FALSE,1730000,1730000,TRUE,9,9,TRUE,9,9,6.238046,0.652186,0.856221,0.757212,,,,,,,
Proverbs,14,7,Proverbs 14:7,FALSE,416000,416000,TRUE,8,8,TRUE,8,8,5.619094,-0.368518,0.771265,0.638191,,,,,,,
Proverbs,14,8,Proverbs 14:8,FALSE,750000,750000,TRUE,10,10,TRUE,10,10,5.875062,0.053594,0.806398,0.687412,,,,,,,
Proverbs,14,9,Proverbs 14:9,FALSE,450000,450000,TRUE,9,9,TRUE,9,9,5.653213,-0.312253,0.775948,0.644752,,,,,,,
Proverbs,14,10,Proverbs 14:10,FALSE,765000,765000,TRUE,10,10,TRUE,10,10,5.883662,0.067776,0.807579,0.689066,,,,,,,
Proverbs,14,11,Proverbs 14:11,FALSE,391000,391000,TRUE,9,9,TRUE,9,9,5.592178,-0.412906,0.76757,0.633015,,,,,,,
Proverbs,14,12,Proverbs 14:12,FALSE,2720000,2720000,TRUE,10,10,TRUE,10,10,6.434569,0.976269,0.883195,0.795002,,,,,,,
Proverbs,14,13,Proverbs 14:13,FALSE,797000,797000,TRUE,9,9,TRUE,9,9,5.901459,0.097125,0.810022,0.692488,,,,,,,
Proverbs,14,14,Proverbs 14:14,FALSE,1070000,1070000,TRUE,9,9,TRUE,9,9,6.029384,0.308085,0.82758,0.717087,,,,,,,
Proverbs,14,15,Proverbs 14:15,FALSE,7700000,7700000,TRUE,10,10,TRUE,10,10,6.886491,1.721526,0.945225,0.881903,,,,,,,
Proverbs,14,16,Proverbs 14:16,FALSE,2560000,2560000,TRUE,10,10,TRUE,10,10,6.40824,0.93285,0.879581,0.789939,,,,,,,
Proverbs,14,17,Proverbs 14:17,FALSE,1330000,1330000,TRUE,10,10,TRUE,10,10,6.123852,0.46387,0.840547,0.735253,,,,,,,
Proverbs,14,18,Proverbs 14:18,FALSE,813000,813000,TRUE,8,8,TRUE,8,8,5.910091,0.11136,0.811206,0.694148,,,,,,,
Proverbs,14,19,Proverbs 14:19,FALSE,604000,604000,TRUE,9,9,TRUE,9,9,5.781038,-0.10146,0.793493,0.669332,,,,,,,
Proverbs,14,20,Proverbs 14:20,FALSE,512000,512000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,14,21,Proverbs 14:21,FALSE,736000,736000,TRUE,10,10,TRUE,10,10,5.866878,0.040099,0.805275,0.685838,,,,,,,
Proverbs,14,22,Proverbs 14:22,FALSE,503000,503000,TRUE,8,8,TRUE,8,8,5.701569,-0.232511,0.782585,0.65405,,,,,,,
Proverbs,14,23,Proverbs 14:23,FALSE,1760000,1760000,TRUE,9,9,TRUE,9,9,6.245513,0.664499,0.857246,0.758647,,,,,,,
Proverbs,14,24,Proverbs 14:24,FALSE,382000,382000,TRUE,10,10,TRUE,10,10,5.582064,-0.429583,0.766182,0.63107,,,,,,,
Proverbs,14,25,Proverbs 14:25,FALSE,386000,386000,TRUE,9,9,TRUE,9,9,5.586588,-0.422123,0.766803,0.63194,,,,,,,
Proverbs,14,26,Proverbs 14:26,FALSE,780000,780000,TRUE,10,10,TRUE,10,10,5.892095,0.081683,0.808736,0.690687,,,,,,,
Proverbs,14,27,Proverbs 14:27,FALSE,1140000,1140000,TRUE,9,9,TRUE,9,9,6.056905,0.353469,0.831358,0.722379,,,,,,,
Proverbs,14,28,Proverbs 14:28,FALSE,652000,652000,TRUE,10,10,TRUE,10,10,5.814248,-0.046693,0.798051,0.675718,,,,,,,
Proverbs,14,29,Proverbs 14:29,FALSE,507000,507000,TRUE,9,9,TRUE,9,9,5.705009,-0.226838,0.783057,0.654712,,,,,,,
Proverbs,14,30,Proverbs 14:30,FALSE,1700000,1700000,TRUE,8,8,TRUE,8,8,6.230449,0.639658,0.855178,0.755751,,,,,,,
Proverbs,14,31,Proverbs 14:31,FALSE,290000,290000,TRUE,9,9,TRUE,9,9,5.462399,-0.626921,0.749757,0.60806,,,,,,,
Proverbs,14,32,Proverbs 14:32,FALSE,181000,181000,TRUE,10,10,TRUE,10,10,5.257681,-0.964519,0.721658,0.568694,,,,,,,
Proverbs,14,33,Proverbs 14:33,FALSE,376000,376000,TRUE,10,10,TRUE,10,10,5.575189,-0.440922,0.765239,0.629748,,,,,,,
Proverbs,14,34,Proverbs 14:34,FALSE,384000,384000,TRUE,8,8,TRUE,8,8,5.584332,-0.425844,0.766494,0.631507,,,,,,,
Proverbs,14,35,Proverbs 14:35,FALSE,108000,108000,TRUE,10,10,TRUE,10,10,5.033428,-1.334332,0.690878,0.525571,,,,,,,
Proverbs,15,1,Proverbs 15:1,FALSE,2820000,2820000,TRUE,8,8,TRUE,8,8,6.450249,1.002127,0.885347,0.798017,,,,,,,
Proverbs,15,2,Proverbs 15:2,FALSE,806000,806000,TRUE,10,10,TRUE,10,10,5.906336,0.105167,0.810691,0.693426,,,,,,,
Proverbs,15,3,Proverbs 15:3,FALSE,1200000,1200000,TRUE,8,8,TRUE,8,8,6.079182,0.390205,0.834415,0.726663,,,,,,,
Proverbs,15,4,Proverbs 15:4,FALSE,1200000,1200000,TRUE,10,10,TRUE,10,10,6.079182,0.390205,0.834415,0.726663,,,,,,,
Proverbs,15,5,Proverbs 15:5,FALSE,853000,853000,TRUE,9,9,TRUE,9,9,5.93095,0.145757,0.814069,0.698159,,,,,,,
Proverbs,15,6,Proverbs 15:6,FALSE,750000,750000,TRUE,10,10,TRUE,10,10,5.875062,0.053594,0.806398,0.687412,,,,,,,
Proverbs,15,7,Proverbs 15:7,FALSE,958000,958000,TRUE,10,10,TRUE,10,10,5.981366,0.228898,0.820989,0.707854,,,,,,,
Proverbs,15,8,Proverbs 15:8,FALSE,455000,455000,TRUE,9,9,TRUE,9,9,5.658012,-0.304339,0.776607,0.645675,,,,,,,
Proverbs,15,9,Proverbs 15:9,FALSE,387000,387000,TRUE,10,10,TRUE,10,10,5.587712,-0.42027,0.766957,0.632156,,,,,,,
Proverbs,15,10,Proverbs 15:10,FALSE,479000,479000,TRUE,10,10,TRUE,10,10,5.680336,-0.267525,0.779671,0.649968,,,,,,,
Proverbs,15,11,Proverbs 15:11,FALSE,616000,616000,TRUE,9,9,TRUE,9,9,5.789581,-0.087371,0.794666,0.670975,,,,,,,
Proverbs,15,12,Proverbs 15:12,FALSE,451000,451000,TRUE,9,9,TRUE,9,9,5.654178,-0.310663,0.77608,0.644937,,,,,,,
Proverbs,15,13,Proverbs 15:13,FALSE,1190000,1190000,TRUE,9,9,TRUE,9,9,6.075547,0.384211,0.833917,0.725964,,,,,,,
Proverbs,15,14,Proverbs 15:14,FALSE,434000,434000,TRUE,9,9,TRUE,9,9,5.637491,-0.338181,0.77379,0.641729,,,,,,,
Proverbs,15,15,Proverbs 15:15,FALSE,827000,827000,TRUE,10,10,TRUE,10,10,5.917506,0.123588,0.812224,0.695574,,,,,,,
Proverbs,15,16,Proverbs 15:16,FALSE,6780000,6780000,TRUE,8,8,TRUE,8,8,6.83123,1.630396,0.93764,0.871277,,,,,,,
Proverbs,15,17,Proverbs 15:17,FALSE,2370000,2370000,TRUE,9,9,TRUE,9,9,6.374749,0.87762,0.874984,0.783499,,,,,,,
Proverbs,15,18,Proverbs 15:18,FALSE,1240000,1240000,TRUE,8,8,TRUE,8,8,6.093422,0.413688,0.83637,0.729401,,,,,,,
Proverbs,15,19,Proverbs 15:19,FALSE,1340000,1340000,TRUE,10,10,TRUE,10,10,6.127105,0.469235,0.840993,0.735878,,,,,,,
Proverbs,15,20,Proverbs 15:20,FALSE,1990000,1990000,TRUE,9,8,TRUE,9,8,6.298853,0.752462,0.864567,0.768904,,,,,,,
Proverbs,15,21,Proverbs 15:21,FALSE,1060000,1060000,TRUE,8,8,TRUE,8,8,6.025306,0.30136,0.827021,0.716303,,,,,,,
Proverbs,15,22,Proverbs 15:22,FALSE,1210000,1210000,TRUE,9,9,TRUE,9,9,6.082786,0.396148,0.83491,0.727356,,,,,,,
Proverbs,15,23,Proverbs 15:23,FALSE,436000,436000,TRUE,9,8,TRUE,9,8,5.639487,-0.334888,0.774064,0.642113,,,,,,,
Proverbs,15,24,Proverbs 15:24,FALSE,377000,377000,TRUE,9,9,TRUE,9,9,5.576343,-0.43902,0.765397,0.62997,,,,,,,
Proverbs,15,25,Proverbs 15:25,FALSE,381000,381000,TRUE,8,8,TRUE,8,8,5.580926,-0.431461,0.766026,0.630852,,,,,,,
Proverbs,15,26,Proverbs 15:26,FALSE,578000,578000,TRUE,9,8,TRUE,9,8,5.761929,-0.132972,0.79087,0.665657,,,,,,,
Proverbs,15,27,Proverbs 15:27,FALSE,489000,489000,TRUE,10,10,TRUE,10,10,5.68931,-0.252727,0.780902,0.651693,,,,,,,
Proverbs,15,28,Proverbs 15:28,FALSE,354000,354000,TRUE,9,9,TRUE,9,9,5.549004,-0.484102,0.761644,0.624713,,,,,,,
Proverbs,15,29,Proverbs 15:29,FALSE,352000,352000,TRUE,9,9,TRUE,9,9,5.546544,-0.48816,0.761307,0.62424,,,,,,,
Proverbs,15,30,Proverbs 15:30,FALSE,363000,363000,TRUE,9,9,TRUE,9,9,5.559908,-0.466122,0.763141,0.62681,,,,,,,
Proverbs,15,31,Proverbs 15:31,FALSE,407000,407000,TRUE,9,9,TRUE,9,9,5.609595,-0.384183,0.769961,0.636364,,,,,,,
Proverbs,15,32,Proverbs 15:32,FALSE,254000,254000,TRUE,9,9,TRUE,9,9,5.404835,-0.721849,0.741856,0.59699,,,,,,,
Proverbs,15,33,Proverbs 15:33,FALSE,462000,462000,TRUE,10,10,TRUE,10,10,5.664643,-0.293405,0.777517,0.64695,,,,,,,
Proverbs,16,1,Proverbs 16:1,FALSE,3730000,3730000,TRUE,8,8,TRUE,8,8,6.571709,1.202424,0.902019,0.821373,,,,,,,
Proverbs,16,2,Proverbs 16:2,FALSE,712000,712000,TRUE,9,9,TRUE,9,9,5.852481,0.016356,0.803299,0.68307,,,,,,,
Proverbs,16,3,Proverbs 16:3,FALSE,3080000,3080000,TRUE,8,8,TRUE,8,8,6.488551,1.065289,0.890605,0.805382,,,,,,,
Proverbs,16,4,Proverbs 16:4,FALSE,402000,402000,TRUE,10,10,TRUE,10,10,5.604227,-0.393035,0.769224,0.635332,,,,,,,
Proverbs,16,5,Proverbs 16:5,FALSE,397000,397000,TRUE,10,10,TRUE,10,10,5.598792,-0.401999,0.768478,0.634287,,,,,,,
Proverbs,16,6,Proverbs 16:6,FALSE,402000,402000,TRUE,9,9,TRUE,9,9,5.604227,-0.393035,0.769224,0.635332,,,,,,,
Proverbs,16,7,Proverbs 16:7,FALSE,1540000,1540000,TRUE,8,8,TRUE,8,8,6.187521,0.568866,0.849286,0.747496,,,,,,,
Proverbs,16,8,Proverbs 16:8,FALSE,603000,603000,TRUE,8,7,TRUE,8,7,5.780318,-0.102647,0.793394,0.669193,,,,,,,
Proverbs,16,9,Proverbs 16:9,FALSE,2240000,2240000,TRUE,8,8,TRUE,8,8,6.350248,0.837217,0.871621,0.778787,,,,,,,
Proverbs,16,10,Proverbs 16:10,FALSE,509000,509000,TRUE,10,10,TRUE,10,10,5.706719,-0.224018,0.783292,0.655041,,,,,,,
Proverbs,16,11,Proverbs 16:11,FALSE,1110000,1110000,TRUE,10,10,TRUE,10,10,6.045323,0.33437,0.829768,0.720152,,,,,,,
Proverbs,16,12,Proverbs 16:12,FALSE,668000,668000,TRUE,10,10,TRUE,10,10,5.824777,-0.02933,0.799496,0.677743,,,,,,,
Proverbs,16,13,Proverbs 16:13,FALSE,1060000,1060000,TRUE,9,9,TRUE,9,9,6.025306,0.30136,0.827021,0.716303,,,,,,,
Proverbs,16,14,Proverbs 16:14,FALSE,597000,597000,TRUE,10,10,TRUE,10,10,5.775975,-0.109809,0.792798,0.668358,,,,,,,
Proverbs,16,15,Proverbs 16:15,FALSE,817000,817000,TRUE,10,10,TRUE,10,10,5.912223,0.114875,0.811499,0.694558,,,,,,,
Proverbs,16,16,Proverbs 16:16,FALSE,758000,758000,TRUE,9,9,TRUE,9,9,5.87967,0.061193,0.807031,0.688298,,,,,,,
Proverbs,16,17,Proverbs 16:17,FALSE,8570000,8570000,TRUE,10,10,TRUE,10,10,6.932981,1.798192,0.951606,0.890843,,,,,,,
Proverbs,16,18,Proverbs 16:18,FALSE,3460000,3460000,TRUE,8,8,TRUE,8,8,6.539076,1.14861,0.89754,0.815098,,,,,,,
Proverbs,16,19,Proverbs 16:19,FALSE,1460000,1460000,TRUE,9,9,TRUE,9,9,6.164353,0.53066,0.846106,0.743041,,,,,,,
Proverbs,16,20,Proverbs 16:20,FALSE,1480000,1480000,TRUE,9,8,TRUE,9,8,6.170262,0.540404,0.846917,0.744177,,,,,,,
Proverbs,16,21,Proverbs 16:21,FALSE,664000,664000,TRUE,9,9,TRUE,9,9,5.822169,-0.033631,0.799138,0.677241,,,,,,,
Proverbs,16,22,Proverbs 16:22,FALSE,479000,479000,TRUE,9,9,TRUE,9,9,5.680336,-0.267525,0.779671,0.649968,,,,,,,
Proverbs,16,23,Proverbs 16:23,FALSE,939000,939000,TRUE,10,10,TRUE,10,10,5.972666,0.214552,0.819795,0.706181,,,,,,,
Proverbs,16,24,Proverbs 16:24,FALSE,1760000,1760000,TRUE,9,9,TRUE,9,9,6.245513,0.664499,0.857246,0.758647,,,,,,,
Proverbs,16,25,Proverbs 16:25,FALSE,604000,604000,TRUE,8,8,TRUE,8,8,5.781038,-0.10146,0.793493,0.669332,,,,,,,
Proverbs,16,26,Proverbs 16:26,FALSE,394000,394000,TRUE,9,9,TRUE,9,9,5.595497,-0.407432,0.768026,0.633653,,,,,,,
Proverbs,16,27,Proverbs 16:27,FALSE,375000,375000,TRUE,10,10,TRUE,10,10,5.574032,-0.442829,0.76508,0.629526,,,,,,,
Proverbs,16,28,Proverbs 16:28,FALSE,449000,449000,TRUE,10,10,TRUE,10,10,5.652247,-0.313846,0.775815,0.644566,,,,,,,
Proverbs,16,29,Proverbs 16:29,FALSE,218000,218000,TRUE,10,10,TRUE,10,10,5.338458,-0.83131,0.732745,0.584227,,,,,,,
Proverbs,16,30,Proverbs 16:30,FALSE,378000,378000,TRUE,10,10,TRUE,10,10,5.577493,-0.437122,0.765555,0.630191,,,,,,,
Proverbs,16,31,Proverbs 16:31,FALSE,626000,626000,TRUE,9,9,TRUE,9,9,5.796575,-0.075837,0.795625,0.672319,,,,,,,
Proverbs,16,32,Proverbs 16:32,FALSE,908000,908000,TRUE,10,10,TRUE,10,10,5.958086,0.190508,0.817794,0.703377,,,,,,,
Proverbs,16,33,Proverbs 16:33,FALSE,1050000,1050000,TRUE,8,8,TRUE,8,8,6.02119,0.294571,0.826456,0.715511,,,,,,,
Proverbs,17,1,Proverbs 17:1,FALSE,1310000,1310000,TRUE,10,10,TRUE,10,10,6.117272,0.453018,0.839644,0.733987,,,,,,,
Proverbs,17,2,Proverbs 17:2,FALSE,644000,644000,TRUE,9,9,TRUE,9,9,5.808887,-0.055535,0.797315,0.674687,,,,,,,
Proverbs,17,3,Proverbs 17:3,FALSE,749000,749000,TRUE,9,9,TRUE,9,9,5.874482,0.052638,0.806319,0.687301,,,,,,,
Proverbs,17,4,Proverbs 17:4,FALSE,389000,389000,TRUE,9,9,TRUE,9,9,5.589951,-0.416578,0.767265,0.632587,,,,,,,
Proverbs,17,5,Proverbs 17:5,FALSE,607000,607000,TRUE,9,9,TRUE,9,9,5.783189,-0.097911,0.793788,0.669745,,,,,,,
Proverbs,17,6,Proverbs 17:6,FALSE,976000,976000,TRUE,9,9,TRUE,9,9,5.98945,0.24223,0.822099,0.709408,,,,,,,
Proverbs,17,7,Proverbs 17:7,FALSE,514000,514000,TRUE,8,8,TRUE,8,8,5.710964,-0.217017,0.783875,0.655857,,,,,,,
Proverbs,17,8,Proverbs 17:8,FALSE,845000,845000,TRUE,10,10,TRUE,10,10,5.926857,0.139009,0.813508,0.697372,,,,,,,
Proverbs,17,9,Proverbs 17:9,FALSE,1680000,1680000,TRUE,10,10,TRUE,10,10,6.22531,0.631182,0.854473,0.754762,,,,,,,
Proverbs,17,10,Proverbs 17:10,FALSE,384000,384000,TRUE,8,8,TRUE,8,8,5.584332,-0.425844,0.766494,0.631507,,,,,,,
Proverbs,17,11,Proverbs 17:11,FALSE,949000,949000,TRUE,8,8,TRUE,8,8,5.977267,0.222138,0.820427,0.707065,,,,,,,
Proverbs,17,12,Proverbs 17:12,FALSE,854000,854000,TRUE,8,8,TRUE,8,8,5.931458,0.146597,0.814139,0.698257,,,,,,,
Proverbs,17,13,Proverbs 17:13,FALSE,367000,367000,TRUE,9,9,TRUE,9,9,5.564667,-0.458273,0.763794,0.627725,,,,,,,
Proverbs,17,14,Proverbs 17:14,FALSE,485000,485000,TRUE,9,9,TRUE,9,9,5.685743,-0.258609,0.780413,0.651007,,,,,,,
Proverbs,17,15,Proverbs 17:15,FALSE,808000,808000,TRUE,8,8,TRUE,8,8,5.907412,0.106942,0.810839,0.693633,,,,,,,
Proverbs,17,16,Proverbs 17:16,FALSE,384000,384000,TRUE,8,8,TRUE,8,8,5.584332,-0.425844,0.766494,0.631507,,,,,,,
Proverbs,17,17,Proverbs 17:17,FALSE,1920000,1920000,TRUE,8,8,TRUE,8,8,6.283301,0.726816,0.862433,0.765914,,,,,,,
Proverbs,17,18,Proverbs 17:18,FALSE,3830000,3830000,TRUE,10,10,TRUE,10,10,6.583199,1.221372,0.903596,0.823582,,,,,,,
Proverbs,17,19,Proverbs 17:19,FALSE,1430000,1430000,TRUE,9,9,TRUE,9,9,6.155336,0.51579,0.844868,0.741307,,,,,,,
Proverbs,17,20,Proverbs 17:20,FALSE,1630000,1630000,TRUE,10,10,TRUE,10,10,6.212188,0.609543,0.852672,0.752239,,,,,,,
Proverbs,17,21,Proverbs 17:21,FALSE,816000,816000,TRUE,10,10,TRUE,10,10,5.911691,0.113998,0.811426,0.694455,,,,,,,
Proverbs,17,22,Proverbs 17:22,FALSE,2000000,2000000,TRUE,8,8,TRUE,8,8,6.30103,0.756052,0.864866,0.769323,,,,,,,
Proverbs,17,23,Proverbs 17:23,FALSE,384000,384000,TRUE,8,8,TRUE,8,8,5.584332,-0.425844,0.766494,0.631507,,,,,,,
Proverbs,17,24,Proverbs 17:24,FALSE,410000,410000,TRUE,8,8,TRUE,8,8,5.612785,-0.378923,0.770399,0.636978,,,,,,,
Proverbs,17,25,Proverbs 17:25,FALSE,363000,363000,TRUE,10,10,TRUE,10,10,5.559908,-0.466122,0.763141,0.62681,,,,,,,
Proverbs,17,26,Proverbs 17:26,FALSE,375000,375000,TRUE,10,10,TRUE,10,10,5.574032,-0.442829,0.76508,0.629526,,,,,,,
Proverbs,17,27,Proverbs 17:27,FALSE,539000,539000,TRUE,9,9,TRUE,9,9,5.73159,-0.183004,0.786706,0.659823,,,,,,,
Proverbs,17,28,Proverbs 17:28,FALSE,592000,592000,TRUE,8,8,TRUE,8,8,5.772322,-0.115832,0.792297,0.667656,,,,,,,
Proverbs,18,1,Proverbs 18:1,FALSE,1510000,1510000,TRUE,7,7,TRUE,7,7,6.178977,0.554776,0.848113,0.745853,,,,,,,
Proverbs,18,2,Proverbs 18:2,FALSE,824000,824000,TRUE,8,8,TRUE,8,8,5.915928,0.120985,0.812008,0.69527,,,,,,,
Proverbs,18,3,Proverbs 18:3,FALSE,446000,446000,TRUE,10,10,TRUE,10,10,5.649336,-0.318647,0.775416,0.644006,,,,,,,
Proverbs,18,4,Proverbs 18:4,FALSE,894000,894000,TRUE,8,8,TRUE,8,8,5.951338,0.17938,0.816868,0.702079,,,,,,,
Proverbs,18,5,Proverbs 18:5,FALSE,379000,379000,TRUE,10,10,TRUE,10,10,5.57864,-0.43523,0.765712,0.630412,,,,,,,
Proverbs,18,6,Proverbs 18:6,FALSE,379000,379000,TRUE,8,8,TRUE,8,8,5.57864,-0.43523,0.765712,0.630412,,,,,,,
Proverbs,18,7,Proverbs 18:7,FALSE,373000,373000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,18,8,Proverbs 18:8,FALSE,380000,380000,TRUE,10,10,TRUE,10,10,5.579785,-0.433343,0.765869,0.630632,,,,,,,
Proverbs,18,9,Proverbs 18:9,FALSE,390000,390000,TRUE,9,9,TRUE,9,9,5.591066,-0.41474,0.767418,0.632801,,,,,,,
Proverbs,18,10,Proverbs 18:10,FALSE,1740000,1740000,TRUE,8,8,TRUE,8,8,6.240549,0.656314,0.856564,0.757693,,,,,,,
Proverbs,18,11,Proverbs 18:11,FALSE,372000,372000,TRUE,10,10,TRUE,10,10,5.570544,-0.448582,0.764601,0.628855,,,,,,,
Proverbs,18,12,Proverbs 18:12,FALSE,379000,379000,TRUE,8,8,TRUE,8,8,5.57864,-0.43523,0.765712,0.630412,,,,,,,
Proverbs,18,13,Proverbs 18:13,FALSE,381000,381000,TRUE,9,9,TRUE,9,9,5.580926,-0.431461,0.766026,0.630852,,,,,,,
Proverbs,18,14,Proverbs 18:14,FALSE,376000,376000,TRUE,9,9,TRUE,9,9,5.575189,-0.440922,0.765239,0.629748,,,,,,,
Proverbs,18,15,Proverbs 18:15,FALSE,465000,465000,TRUE,9,9,TRUE,9,9,5.667454,-0.288769,0.777903,0.64749,,,,,,,
Proverbs,18,16,Proverbs 18:16,FALSE,709000,709000,TRUE,7,7,TRUE,7,7,5.850647,0.013332,0.803047,0.682717,,,,,,,
Proverbs,18,17,Proverbs 18:17,FALSE,383000,383000,TRUE,10,10,TRUE,10,10,5.5832,-0.427711,0.766338,0.631289,,,,,,,
Proverbs,18,18,Proverbs 18:18,FALSE,585000,585000,TRUE,9,9,TRUE,9,9,5.767157,-0.124351,0.791588,0.666662,,,,,,,
Proverbs,18,19,Proverbs 18:19,FALSE,4140000,4140000,TRUE,8,8,TRUE,8,8,6.617,1.277114,0.908235,0.830082,,,,,,,
Proverbs,18,20,Proverbs 18:20,FALSE,2670000,2670000,TRUE,9,9,TRUE,9,9,6.426511,0.962981,0.882089,0.793452,,,,,,,
Proverbs,18,21,Proverbs 18:21,FALSE,3430000,3430000,TRUE,8,8,TRUE,8,8,6.535294,1.142373,0.89702,0.814371,,,,,,,
Proverbs,18,22,Proverbs 18:22,FALSE,2080000,2080000,TRUE,7,7,TRUE,7,7,6.318064,0.784141,0.867204,0.772598,,,,,,,
Proverbs,18,23,Proverbs 18:23,FALSE,472000,472000,TRUE,10,10,TRUE,10,10,5.673943,-0.278068,0.778793,0.648738,,,,,,,
Proverbs,18,24,Proverbs 18:24,FALSE,2210000,2210000,TRUE,7,7,TRUE,7,7,6.344392,0.82756,0.870818,0.777661,,,,,,,
Proverbs,19,1,Proverbs 19:1,FALSE,1190000,1190000,TRUE,10,10,TRUE,10,10,6.075547,0.384211,0.833917,0.725964,,,,,,,
Proverbs,19,2,Proverbs 19:2,FALSE,589000,589000,TRUE,8,8,TRUE,8,8,5.770116,-0.119471,0.791994,0.667232,,,,,,,
Proverbs,19,3,Proverbs 19:3,FALSE,424000,424000,TRUE,8,8,TRUE,8,8,5.627367,-0.354876,0.7724,0.639782,,,,,,,
Proverbs,19,4,Proverbs 19:4,FALSE,410000,410000,TRUE,8,8,TRUE,8,8,5.612785,-0.378923,0.770399,0.636978,,,,,,,
Proverbs,19,5,Proverbs 19:5,FALSE,403000,403000,TRUE,9,9,TRUE,9,9,5.605306,-0.391256,0.769372,0.63554,,,,,,,
Proverbs,19,6,Proverbs 19:6,FALSE,377000,377000,FALSE,0,0,FALSE,0,0,0,0,0,0,,,,,,,
Proverbs,19,7,Proverbs 19:7,FALSE,733000,733000,TRUE,8,8,TRUE,8,8,5.865105,0.037174,0.805032,0.685497,,,,,,,
Proverbs,19,8,Proverbs 19:8,FALSE,379000,379000,TRUE,9,8,TRUE,9,8,5.57864,-0.43523,0.765712,0.630412,,,,,,,
Proverbs,19,9,Proverbs 19:9,FALSE,744000,744000,TRUE,9,9,TRUE,9,9,5.871574,0.047841,0.80592,0.686741,,,,,,,
Proverbs,19,10,Proverbs 19:10,FALSE,482000,482000,TRUE,10,10,TRUE,10,10,5.683048,-0.263053,0.780043,0.650489,,,,,,,
Proverbs,19,11,Proverbs 19:11,FALSE,1500000,1500000,TRUE,9,9,TRUE,9,9,6.176092,0.550017,0.847717,0.745298,,,,,,,
